algorithm,beta,n,seed,detected_race_to_loan,shd,beta_hat,wall_time_s
DirectLiNGAM,0.05,1000,1008,0,2,0.0,0.025
PC,0.05,1000,1009,0,10,,0.007
FCI,0.05,1000,1009,0,11,,0.01
GES,0.05,1000,1009,0,11,,0.017
GRaSP,0.05,1000,1009,0,8,,0.006
ICA-LiNGAM,0.05,1000,1009,0,2,0.0,0.009
DirectLiNGAM,0.05,1000,1009,0,2,0.0,0.028
PC,0.05,1000,1010,0,9,,0.007
FCI,0.05,1000,1010,0,12,,0.01
GES,0.05,1000,1010,0,7,,0.018
GRaSP,0.05,1000,1010,0,9,,0.004
ICA-LiNGAM,0.05,1000,1010,0,3,0.0,0.005
DirectLiNGAM,0.05,1000,1010,0,3,0.0,0.022
PC,0.05,1000,1011,0,6,,0.006
FCI,0.05,1000,1011,0,9,,0.009
GES,0.05,1000,1011,1,10,,0.014
GRaSP,0.05,1000,1011,0,8,,0.003
ICA-LiNGAM,0.05,1000,1011,0,2,0.0,0.007
DirectLiNGAM,0.05,1000,1011,0,2,0.0,0.027
PC,0.05,1000,1012,0,9,,0.007
FCI,0.05,1000,1012,0,12,,0.01
GES,0.05,1000,1012,0,8,,0.017
GRaSP,0.05,1000,1012,0,6,,0.004
ICA-LiNGAM,0.05,1000,1012,0,2,0.0,0.009
DirectLiNGAM,0.05,1000,1012,0,2,0.0,0.029
PC,0.05,1000,1013,0,12,,0.006
FCI,0.05,1000,1013,0,11,,0.011
GES,0.05,1000,1013,0,19,,0.02
GRaSP,0.05,1000,1013,0,9,,0.003
ICA-LiNGAM,0.05,1000,1013,0,3,0.0,0.007
DirectLiNGAM,0.05,1000,1013,0,3,0.0,0.024
PC,0.05,1000,1014,0,7,,0.009
FCI,0.05,1000,1014,0,10,,0.018
GES,0.05,1000,1014,0,12,,0.026
GRaSP,0.05,1000,1014,0,15,,0.006
ICA-LiNGAM,0.05,1000,1014,0,2,0.0,0.008
DirectLiNGAM,0.05,1000,1014,0,4,0.0,0.032
PC,0.05,1000,1015,0,6,,0.007
FCI,0.05,1000,1015,0,9,,0.012
GES,0.05,1000,1015,0,4,,0.026
GRaSP,0.05,1000,1015,0,6,,0.005
ICA-LiNGAM,0.05,1000,1015,0,2,0.0,0.008
DirectLiNGAM,0.05,1000,1015,0,2,0.0,0.024
PC,0.05,1000,1016,0,4,,0.007
FCI,0.05,1000,1016,0,8,,0.013
GES,0.05,1000,1016,0,10,,0.023
GRaSP,0.05,1000,1016,0,6,,0.004
ICA-LiNGAM,0.05,1000,1016,0,2,0.0,0.007
DirectLiNGAM,0.05,1000,1016,0,2,0.0,0.028
PC,0.05,1000,1017,0,8,,0.006
FCI,0.05,1000,1017,0,11,,0.014
GES,0.05,1000,1017,1,9,,0.023
GRaSP,0.05,1000,1017,0,6,,0.006
ICA-LiNGAM,0.05,1000,1017,1,1,-0.07583078068613723,0.007
DirectLiNGAM,0.05,1000,1017,1,1,-0.07583078068613745,0.028
PC,0.05,1000,1018,0,6,,0.008
FCI,0.05,1000,1018,0,9,,0.011
GES,0.05,1000,1018,1,7,,0.015
GRaSP,0.05,1000,1018,0,8,,0.005
ICA-LiNGAM,0.05,1000,1018,0,1,0.0,0.007
DirectLiNGAM,0.05,1000,1018,0,1,0.0,0.023
PC,0.05,1000,1019,0,7,,0.008
FCI,0.05,1000,1019,0,9,,0.011
GES,0.05,1000,1019,1,9,,0.021
GRaSP,0.05,1000,1019,0,6,,0.005
ICA-LiNGAM,0.05,1000,1019,0,2,0.0,0.007
DirectLiNGAM,0.05,1000,1019,0,3,0.0,0.03
PC,0.05,5000,1000,0,5,,0.013
FCI,0.05,5000,1000,0,9,,0.019
GES,0.05,5000,1000,1,2,,0.032
GRaSP,0.05,5000,1000,0,4,,0.009
ICA-LiNGAM,0.05,5000,1000,1,0,-0.05754229134605679,0.012
DirectLiNGAM,0.05,5000,1000,1,0,-0.05754229134605713,0.054
PC,0.05,5000,1001,0,5,,0.01
FCI,0.05,5000,1001,0,9,,0.023
GES,0.05,5000,1001,0,16,,0.026
GRaSP,0.05,5000,1001,0,4,,0.01
ICA-LiNGAM,0.05,5000,1001,0,1,0.0,0.015
DirectLiNGAM,0.05,5000,1001,0,1,0.0,0.064
PC,0.05,5000,1002,0,8,,0.01
FCI,0.05,5000,1002,0,9,,0.018
GES,0.05,5000,1002,1,9,,0.024
GRaSP,0.05,5000,1002,0,10,,0.008
ICA-LiNGAM,0.05,5000,1002,1,0,-0.06357413075539246,0.01
DirectLiNGAM,0.05,5000,1002,1,0,-0.06357413075539288,0.065
PC,0.05,5000,1003,0,9,,0.011
FCI,0.05,5000,1003,0,9,,0.028
GES,0.05,5000,1003,1,5,,0.042
GRaSP,0.05,5000,1003,0,10,,0.008
ICA-LiNGAM,0.05,5000,1003,1,0,-0.07839198241985791,0.011
DirectLiNGAM,0.05,5000,1003,1,0,-0.07839198241985758,0.057
PC,0.05,5000,1004,0,8,,0.007
FCI,0.05,5000,1004,0,11,,0.012
GES,0.05,5000,1004,0,15,,0.021
GRaSP,0.05,5000,1004,0,9,,0.009
ICA-LiNGAM,0.05,5000,1004,1,1,-0.05183027877561467,0.011
DirectLiNGAM,0.05,5000,1004,1,1,-0.05183027877561467,0.066
PC,0.05,5000,1005,0,5,,0.014
FCI,0.05,5000,1005,0,9,,0.025
GES,0.05,5000,1005,0,12,,0.023
GRaSP,0.05,5000,1005,0,4,,0.007
ICA-LiNGAM,0.05,5000,1005,0,1,0.0,0.01
DirectLiNGAM,0.05,5000,1005,0,1,0.0,0.055
PC,0.05,5000,1006,0,5,,0.01
FCI,0.05,5000,1006,0,9,,0.026
GES,0.05,5000,1006,0,4,,0.025
GRaSP,0.05,5000,1006,0,4,,0.01
ICA-LiNGAM,0.05,5000,1006,0,2,0.0,0.013
DirectLiNGAM,0.05,5000,1006,0,2,0.0,0.064
PC,0.05,5000,1007,0,3,,0.012
FCI,0.05,5000,1007,0,8,,0.019
GES,0.05,5000,1007,0,16,,0.021
GRaSP,0.05,5000,1007,0,4,,0.008
ICA-LiNGAM,0.05,5000,1007,0,1,0.0,0.015
DirectLiNGAM,0.05,5000,1007,0,1,0.0,0.068
PC,0.05,5000,1008,0,8,,0.013
FCI,0.05,5000,1008,0,9,,0.022
GES,0.05,5000,1008,0,3,,0.023
GRaSP,0.05,5000,1008,0,4,,0.008
ICA-LiNGAM,0.05,5000,1008,0,1,0.0,0.01
DirectLiNGAM,0.05,5000,1008,0,1,0.0,0.054
PC,0.05,5000,1009,0,9,,0.013
FCI,0.05,5000,1009,0,11,,0.026
GES,0.05,5000,1009,1,9,,0.034
GRaSP,0.05,5000,1009,0,14,,0.008
ICA-LiNGAM,0.05,5000,1009,1,1,-0.05177154948391247,0.012
DirectLiNGAM,0.05,5000,1009,1,1,-0.05177154948391221,0.058
PC,0.05,5000,1010,0,9,,0.012
FCI,0.05,5000,1010,0,8,,0.02
GES,0.05,5000,1010,1,7,,0.023
GRaSP,0.05,5000,1010,0,4,,0.008
ICA-LiNGAM,0.05,5000,1010,1,0,-0.06426119736764418,0.015
DirectLiNGAM,0.05,5000,1010,1,0,-0.06426119736764431,0.068
PC,0.05,5000,1011,0,6,,0.011
FCI,0.05,5000,1011,0,9,,0.018
GES,0.05,5000,1011,0,16,,0.021
GRaSP,0.05,5000,1011,0,4,,0.006
ICA-LiNGAM,0.05,5000,1011,1,0,-0.05212749296657554,0.012
DirectLiNGAM,0.05,5000,1011,1,0,-0.052127492966574686,0.055
PC,0.05,5000,1012,0,10,,0.012
FCI,0.05,5000,1012,0,10,,0.022
GES,0.05,5000,1012,0,16,,0.027
GRaSP,0.05,5000,1012,0,6,,0.009
ICA-LiNGAM,0.05,5000,1012,0,1,0.0,0.013
DirectLiNGAM,0.05,5000,1012,0,1,0.0,0.063
PC,0.05,5000,1013,0,10,,0.008
FCI,0.05,5000,1013,0,10,,0.016
GES,0.05,5000,1013,0,11,,0.028
GRaSP,0.05,5000,1013,0,9,,0.007
ICA-LiNGAM,0.05,5000,1013,0,2,0.0,0.01
DirectLiNGAM,0.05,5000,1013,0,2,0.0,0.068
PC,0.05,5000,1014,0,4,,0.012
FCI,0.05,5000,1014,0,6,,0.017
GES,0.05,5000,1014,1,3,,0.031
GRaSP,0.05,5000,1014,0,4,,0.007
ICA-LiNGAM,0.05,5000,1014,1,1,-0.06013682939996845,0.011
DirectLiNGAM,0.05,5000,1014,1,1,-0.06013682939996789,0.056
PC,0.05,5000,1015,0,6,,0.009
FCI,0.05,5000,1015,0,9,,0.014
GES,0.05,5000,1015,1,8,,0.023
GRaSP,0.05,5000,1015,0,4,,0.009
ICA-LiNGAM,0.05,5000,1015,0,2,0.0,0.01
DirectLiNGAM,0.05,5000,1015,0,2,0.0,0.067
PC,0.05,5000,1016,0,8,,0.01
FCI,0.05,5000,1016,0,11,,0.015
GES,0.05,5000,1016,0,15,,0.023
GRaSP,0.05,5000,1016,0,9,,0.006
ICA-LiNGAM,0.05,5000,1016,0,2,0.0,0.009
DirectLiNGAM,0.05,5000,1016,0,2,0.0,0.054
PC,0.05,5000,1017,0,8,,0.009
FCI,0.05,5000,1017,0,11,,0.015
GES,0.05,5000,1017,1,2,,0.024
GRaSP,0.05,5000,1017,0,4,,0.006
ICA-LiNGAM,0.05,5000,1017,1,0,-0.08583290271570478,0.009
DirectLiNGAM,0.05,5000,1017,1,0,-0.08583290271570475,0.066
PC,0.05,5000,1018,0,8,,0.011
FCI,0.05,5000,1018,0,11,,0.018
GES,0.05,5000,1018,0,15,,0.024
GRaSP,0.05,5000,1018,0,14,,0.008
ICA-LiNGAM,0.05,5000,1018,1,0,-0.05682260486335805,0.012
DirectLiNGAM,0.05,5000,1018,1,0,-0.056822604863358175,0.059
PC,0.05,5000,1019,0,3,,0.012
FCI,0.05,5000,1019,0,6,,0.019
GES,0.05,5000,1019,0,6,,0.025
GRaSP,0.05,5000,1019,0,9,,0.008
ICA-LiNGAM,0.05,5000,1019,0,1,0.0,0.011
DirectLiNGAM,0.05,5000,1019,0,1,0.0,0.073
PC,0.05,10000,1000,0,12,,0.018
FCI,0.05,10000,1000,0,10,,0.024
GES,0.05,10000,1000,0,17,,0.022
GRaSP,0.05,10000,1000,0,4,,0.01
ICA-LiNGAM,0.05,10000,1000,1,0,-0.05031401444526617,0.014
DirectLiNGAM,0.05,10000,1000,1,0,-0.05031401444526581,0.104
PC,0.05,10000,1001,0,5,,0.014
FCI,0.05,10000,1001,0,9,,0.026
GES,0.05,10000,1001,0,14,,0.028
GRaSP,0.05,10000,1001,0,10,,0.007
ICA-LiNGAM,0.05,10000,1001,0,1,0.0,0.016
DirectLiNGAM,0.05,10000,1001,0,1,0.0,0.092
PC,0.05,10000,1002,0,5,,0.01
FCI,0.05,10000,1002,0,9,,0.022
GES,0.05,10000,1002,1,9,,0.036
GRaSP,0.05,10000,1002,0,10,,0.008
ICA-LiNGAM,0.05,10000,1002,1,0,-0.03690432473843782,0.018
DirectLiNGAM,0.05,10000,1002,1,0,-0.036904324738436946,0.097
PC,0.05,10000,1003,0,9,,0.013
FCI,0.05,10000,1003,0,8,,0.021
GES,0.05,10000,1003,0,17,,0.027
GRaSP,0.05,10000,1003,0,4,,0.008
ICA-LiNGAM,0.05,10000,1003,1,0,-0.05517612325847352,0.018
DirectLiNGAM,0.05,10000,1003,1,0,-0.05517612325847345,0.14
PC,0.05,10000,1004,0,9,,0.011
FCI,0.05,10000,1004,0,11,,0.023
GES,0.05,10000,1004,1,2,,0.046
GRaSP,0.05,10000,1004,0,13,,0.007
ICA-LiNGAM,0.05,10000,1004,1,0,-0.06354455848418342,0.021
DirectLiNGAM,0.05,10000,1004,1,0,-0.06354455848418324,0.107
PC,0.05,10000,1005,0,5,,0.01
FCI,0.05,10000,1005,0,9,,0.02
GES,0.05,10000,1005,1,5,,0.03
GRaSP,0.05,10000,1005,0,4,,0.008
ICA-LiNGAM,0.05,10000,1005,1,0,-0.04616091318548728,0.018
DirectLiNGAM,0.05,10000,1005,1,0,-0.04616091318548704,0.112
PC,0.05,10000,1006,0,9,,0.011
FCI,0.05,10000,1006,0,9,,0.023
GES,0.05,10000,1006,1,6,,0.025
GRaSP,0.05,10000,1006,0,4,,0.008
ICA-LiNGAM,0.05,10000,1006,1,0,-0.055434506986340934,0.018
DirectLiNGAM,0.05,10000,1006,1,0,-0.05543450698634122,0.111
PC,0.05,10000,1007,0,13,,0.011
FCI,0.05,10000,1007,0,10,,0.025
GES,0.05,10000,1007,1,9,,0.023
GRaSP,0.05,10000,1007,0,4,,0.007
ICA-LiNGAM,0.05,10000,1007,1,0,-0.04035235611089467,0.013
DirectLiNGAM,0.05,10000,1007,1,0,-0.04035235611089411,0.091
PC,0.05,10000,1008,0,8,,0.009
FCI,0.05,10000,1008,0,11,,0.015
GES,0.05,10000,1008,0,17,,0.03
GRaSP,0.05,10000,1008,0,4,,0.01
ICA-LiNGAM,0.05,10000,1008,1,0,-0.04646348552661849,0.022
DirectLiNGAM,0.05,10000,1008,1,0,-0.046463485526618484,0.106
PC,0.05,10000,1009,0,9,,0.011
FCI,0.05,10000,1009,0,11,,0.022
GES,0.05,10000,1009,1,5,,0.033
GRaSP,0.05,10000,1009,0,21,,0.006
ICA-LiNGAM,0.05,10000,1009,1,0,-0.05405980053954908,0.032
DirectLiNGAM,0.05,10000,1009,1,0,-0.05405980053954908,0.107
PC,0.05,10000,1010,0,15,,0.012
FCI,0.05,10000,1010,0,11,,0.024
GES,0.05,10000,1010,1,6,,0.021
GRaSP,0.05,10000,1010,0,10,,0.009
ICA-LiNGAM,0.05,10000,1010,0,1,0.0,0.017
DirectLiNGAM,0.05,10000,1010,0,1,0.0,0.115
PC,0.05,10000,1011,0,10,,0.011
FCI,0.05,10000,1011,0,8,,0.016
GES,0.05,10000,1011,1,3,,0.021
GRaSP,0.05,10000,1011,0,10,,0.005
ICA-LiNGAM,0.05,10000,1011,1,1,-0.055797837057366906,0.015
DirectLiNGAM,0.05,10000,1011,1,1,-0.05579783705736638,0.11
PC,0.05,10000,1012,0,4,,0.012
FCI,0.05,10000,1012,0,6,,0.016
GES,0.05,10000,1012,0,14,,0.02
GRaSP,0.05,10000,1012,0,4,,0.009
ICA-LiNGAM,0.05,10000,1012,1,1,-0.03237797513017861,0.015
DirectLiNGAM,0.05,10000,1012,1,1,-0.032377975130178184,0.09
PC,0.05,10000,1013,0,9,,0.01
FCI,0.05,10000,1013,0,11,,0.021
GES,0.05,10000,1013,0,15,,0.025
GRaSP,0.05,10000,1013,0,4,,0.008
ICA-LiNGAM,0.05,10000,1013,1,0,-0.04862794176976669,0.021
DirectLiNGAM,0.05,10000,1013,1,0,-0.0486279417697666,0.107
PC,0.05,10000,1014,0,12,,0.013
FCI,0.05,10000,1014,0,10,,0.021
GES,0.05,10000,1014,0,17,,0.03
GRaSP,0.05,10000,1014,0,6,,0.009
ICA-LiNGAM,0.05,10000,1014,1,0,-0.050371252603605164,0.028
DirectLiNGAM,0.05,10000,1014,1,0,-0.05037125260360464,0.111
PC,0.05,10000,1015,0,6,,0.011
FCI,0.05,10000,1015,0,9,,0.021
GES,0.05,10000,1015,1,5,,0.035
GRaSP,0.05,10000,1015,0,10,,0.006
ICA-LiNGAM,0.05,10000,1015,1,0,-0.041107679399334046,0.014
DirectLiNGAM,0.05,10000,1015,1,0,-0.04110767939933384,0.112
PC,0.05,10000,1016,0,9,,0.012
FCI,0.05,10000,1016,0,11,,0.022
GES,0.05,10000,1016,1,2,,0.024
GRaSP,0.05,10000,1016,0,4,,0.006
ICA-LiNGAM,0.05,10000,1016,1,0,-0.051995752868333765,0.015
DirectLiNGAM,0.05,10000,1016,1,0,-0.05199575286833373,0.113
PC,0.05,10000,1017,0,5,,0.011
FCI,0.05,10000,1017,0,9,,0.021
GES,0.05,10000,1017,1,9,,0.022
GRaSP,0.05,10000,1017,0,4,,0.009
ICA-LiNGAM,0.05,10000,1017,1,1,-0.03995788449959919,0.015
DirectLiNGAM,0.05,10000,1017,1,1,-0.0399578844995989,0.09
PC,0.05,10000,1018,0,9,,0.009
FCI,0.05,10000,1018,0,11,,0.021
GES,0.05,10000,1018,0,17,,0.025
GRaSP,0.05,10000,1018,0,4,,0.01
ICA-LiNGAM,0.05,10000,1018,1,0,-0.05426296390222587,0.019
DirectLiNGAM,0.05,10000,1018,1,0,-0.054262963902226104,0.107
PC,0.05,10000,1019,0,5,,0.011
FCI,0.05,10000,1019,0,9,,0.019
GES,0.05,10000,1019,1,5,,0.035
GRaSP,0.05,10000,1019,0,4,,0.011
ICA-LiNGAM,0.05,10000,1019,1,0,-0.039420848744168895,0.018
DirectLiNGAM,0.05,10000,1019,1,0,-0.03942084874416676,0.111
PC,0.05,50000,1000,0,9,,0.014
FCI,0.05,50000,1000,0,11,,0.023
GES,0.05,50000,1000,0,15,,0.034
GRaSP,0.05,50000,1000,1,5,,0.016
ICA-LiNGAM,0.05,50000,1000,1,0,-0.04829233223824459,0.07
DirectLiNGAM,0.05,50000,1000,1,0,-0.04829233223824422,0.418
PC,0.05,50000,1001,0,9,,0.012
FCI,0.05,50000,1001,0,8,,0.021
GES,0.05,50000,1001,0,17,,0.028
GRaSP,0.05,50000,1001,1,12,,0.01
ICA-LiNGAM,0.05,50000,1001,1,0,-0.037731316683659026,0.077
DirectLiNGAM,0.05,50000,1001,1,0,-0.03773131668366074,0.436
PC,0.05,50000,1002,0,11,,0.015
FCI,0.05,50000,1002,0,7,,0.026
GES,0.05,50000,1002,1,5,,0.04
GRaSP,0.05,50000,1002,1,5,,0.01
ICA-LiNGAM,0.05,50000,1002,1,0,-0.05288424205869043,0.08
DirectLiNGAM,0.05,50000,1002,1,0,-0.05288424205869054,0.418
PC,0.05,50000,1003,0,9,,0.014
FCI,0.05,50000,1003,0,7,,0.024
GES,0.05,50000,1003,1,5,,0.033
GRaSP,0.05,50000,1003,1,2,,0.007
ICA-LiNGAM,0.05,50000,1003,1,0,-0.0511364999629072,0.078
DirectLiNGAM,0.05,50000,1003,1,0,-0.051136499962907644,0.439
PC,0.05,50000,1004,0,9,,0.014
FCI,0.05,50000,1004,0,8,,0.023
GES,0.05,50000,1004,1,9,,0.031
GRaSP,0.05,50000,1004,1,2,,0.017
ICA-LiNGAM,0.05,50000,1004,1,0,-0.04951020946493045,0.077
DirectLiNGAM,0.05,50000,1004,1,0,-0.04951020946493047,0.427
PC,0.05,50000,1005,0,11,,0.014
FCI,0.05,50000,1005,0,7,,0.025
GES,0.05,50000,1005,1,5,,0.038
GRaSP,0.05,50000,1005,1,2,,0.014
ICA-LiNGAM,0.05,50000,1005,1,0,-0.050882358121196555,0.089
DirectLiNGAM,0.05,50000,1005,1,0,-0.05088235812119646,0.419
PC,0.05,50000,1006,0,9,,0.013
FCI,0.05,50000,1006,0,8,,0.021
GES,0.05,50000,1006,0,15,,0.032
GRaSP,0.05,50000,1006,1,5,,0.011
ICA-LiNGAM,0.05,50000,1006,1,0,-0.05923179158225985,0.088
DirectLiNGAM,0.05,50000,1006,1,0,-0.05923179158226004,0.434
PC,0.05,50000,1007,0,9,,0.013
FCI,0.05,50000,1007,0,8,,0.021
GES,0.05,50000,1007,0,15,,0.034
GRaSP,0.05,50000,1007,1,5,,0.012
ICA-LiNGAM,0.05,50000,1007,1,0,-0.04826126418280524,0.079
DirectLiNGAM,0.05,50000,1007,1,0,-0.04826126418280503,0.419
PC,0.05,50000,1008,0,9,,0.014
FCI,0.05,50000,1008,0,7,,0.022
GES,0.05,50000,1008,1,5,,0.038
GRaSP,0.05,50000,1008,1,2,,0.01
ICA-LiNGAM,0.05,50000,1008,1,0,-0.05667656627395183,0.084
DirectLiNGAM,0.05,50000,1008,1,0,-0.056676566273951665,0.43
PC,0.05,50000,1009,0,9,,0.014
FCI,0.05,50000,1009,0,8,,0.022
GES,0.05,50000,1009,1,5,,0.039
GRaSP,0.05,50000,1009,1,5,,0.01
ICA-LiNGAM,0.05,50000,1009,1,0,-0.053131222828280034,0.084
DirectLiNGAM,0.05,50000,1009,1,0,-0.053131222828279,0.429
PC,0.05,50000,1010,0,9,,0.013
FCI,0.05,50000,1010,0,7,,0.022
GES,0.05,50000,1010,1,5,,0.038
GRaSP,0.05,50000,1010,1,2,,0.011
ICA-LiNGAM,0.05,50000,1010,1,0,-0.04847695235045583,0.079
DirectLiNGAM,0.05,50000,1010,1,0,-0.048476952350455876,0.426
PC,0.05,50000,1011,0,9,,0.013
FCI,0.05,50000,1011,0,7,,0.021
GES,0.05,50000,1011,1,5,,0.037
GRaSP,0.05,50000,1011,1,2,,0.01
ICA-LiNGAM,0.05,50000,1011,1,0,-0.054626675589014934,0.078
DirectLiNGAM,0.05,50000,1011,1,0,-0.054626675589015065,0.436
PC,0.05,50000,1012,0,9,,0.013
FCI,0.05,50000,1012,0,8,,0.021
GES,0.05,50000,1012,1,5,,0.037
GRaSP,0.05,50000,1012,1,2,,0.011
ICA-LiNGAM,0.05,50000,1012,1,0,-0.046380130413537224,0.09
DirectLiNGAM,0.05,50000,1012,1,0,-0.046380130413536676,0.43
PC,0.05,50000,1013,1,4,,0.013
FCI,0.05,50000,1013,0,8,,0.024
GES,0.05,50000,1013,0,16,,0.027
GRaSP,0.05,50000,1013,1,2,,0.012
ICA-LiNGAM,0.05,50000,1013,1,0,-0.049325897134518217,0.074
DirectLiNGAM,0.05,50000,1013,1,0,-0.049325897134518404,0.436
PC,0.05,50000,1014,0,10,,0.015
FCI,0.05,50000,1014,0,7,,0.027
GES,0.05,50000,1014,1,5,,0.033
GRaSP,0.05,50000,1014,1,5,,0.012
ICA-LiNGAM,0.05,50000,1014,1,0,-0.05304097913883696,0.086
DirectLiNGAM,0.05,50000,1014,1,0,-0.05304097913883833,0.433
PC,0.05,50000,1015,0,10,,0.014
FCI,0.05,50000,1015,0,10,,0.026
GES,0.05,50000,1015,1,2,,0.034
GRaSP,0.05,50000,1015,1,2,,0.011
ICA-LiNGAM,0.05,50000,1015,1,0,-0.047645303787468764,0.093
DirectLiNGAM,0.05,50000,1015,1,0,-0.04764530378746828,0.42
PC,0.05,50000,1016,0,9,,0.012
FCI,0.05,50000,1016,0,11,,0.023
GES,0.05,50000,1016,1,5,,0.036
GRaSP,0.05,50000,1016,1,5,,0.01
ICA-LiNGAM,0.05,50000,1016,1,0,-0.04837413825892948,0.079
DirectLiNGAM,0.05,50000,1016,1,0,-0.048374138258928806,0.43
PC,0.05,50000,1017,1,4,,0.013
FCI,0.05,50000,1017,0,8,,0.025
GES,0.05,50000,1017,1,9,,0.03
GRaSP,0.05,50000,1017,1,9,,0.014
ICA-LiNGAM,0.05,50000,1017,1,0,-0.04217714428659502,0.072
DirectLiNGAM,0.05,50000,1017,1,0,-0.04217714428659575,0.426
PC,0.05,50000,1018,0,9,,0.014
FCI,0.05,50000,1018,0,8,,0.021
GES,0.05,50000,1018,1,5,,0.038
GRaSP,0.05,50000,1018,0,17,,0.013
ICA-LiNGAM,0.05,50000,1018,1,0,-0.04786832659537122,0.078
DirectLiNGAM,0.05,50000,1018,1,0,-0.04786832659537127,0.43
PC,0.05,50000,1019,0,13,,0.014
FCI,0.05,50000,1019,0,9,,0.028
GES,0.05,50000,1019,1,6,,0.037
GRaSP,0.05,50000,1019,1,2,,0.011
ICA-LiNGAM,0.05,50000,1019,1,0,-0.04443274903623755,0.088
DirectLiNGAM,0.05,50000,1019,1,0,-0.044432749036234565,0.425
PC,0.1,1000,1000,0,9,,0.008
FCI,0.1,1000,1000,0,11,,0.013
GES,0.1,1000,1000,0,9,,0.019
GRaSP,0.1,1000,1000,0,7,,0.005
ICA-LiNGAM,0.1,1000,1000,0,2,0.0,0.006
DirectLiNGAM,0.1,1000,1000,0,2,0.0,0.024
PC,0.1,1000,1001,0,8,,0.007
FCI,0.1,1000,1001,0,11,,0.011
GES,0.1,1000,1001,1,10,,0.022
GRaSP,0.1,1000,1001,0,11,,0.006
ICA-LiNGAM,0.1,1000,1001,1,2,-0.12229062858197506,0.006
DirectLiNGAM,0.1,1000,1001,1,2,-0.12229062858197479,0.023
PC,0.1,1000,1002,0,11,,0.007
FCI,0.1,1000,1002,0,14,,0.01
GES,0.1,1000,1002,1,8,,0.013
GRaSP,0.1,1000,1002,0,8,,0.005
ICA-LiNGAM,0.1,1000,1002,0,2,0.0,0.006
DirectLiNGAM,0.1,1000,1002,0,2,0.0,0.023
PC,0.1,1000,1003,0,7,,0.007
FCI,0.1,1000,1003,0,8,,0.015
GES,0.1,1000,1003,1,8,,0.017
GRaSP,0.1,1000,1003,0,8,,0.005
ICA-LiNGAM,0.1,1000,1003,1,1,-0.12806959099633486,0.008
DirectLiNGAM,0.1,1000,1003,1,1,-0.12806959099633466,0.03
PC,0.1,1000,1004,0,10,,0.007
FCI,0.1,1000,1004,0,11,,0.012
GES,0.1,1000,1004,0,14,,0.021
GRaSP,0.1,1000,1004,0,7,,0.005
ICA-LiNGAM,0.1,1000,1004,1,1,-0.07767842273102266,0.006
DirectLiNGAM,0.1,1000,1004,1,1,-0.07767842273102149,0.024
PC,0.1,1000,1005,0,6,,0.007
FCI,0.1,1000,1005,0,9,,0.01
GES,0.1,1000,1005,0,11,,0.013
GRaSP,0.1,1000,1005,0,6,,0.004
ICA-LiNGAM,0.1,1000,1005,0,2,0.0,0.006
DirectLiNGAM,0.1,1000,1005,0,2,0.0,0.024
PC,0.1,1000,1006,0,9,,0.009
FCI,0.1,1000,1006,0,11,,0.009
GES,0.1,1000,1006,1,9,,0.019
GRaSP,0.1,1000,1006,0,7,,0.007
ICA-LiNGAM,0.1,1000,1006,0,2,0.0,0.01
DirectLiNGAM,0.1,1000,1006,0,2,0.0,0.028
PC,0.1,1000,1007,0,8,,0.008
FCI,0.1,1000,1007,0,11,,0.011
GES,0.1,1000,1007,0,13,,0.021
GRaSP,0.1,1000,1007,0,7,,0.004
ICA-LiNGAM,0.1,1000,1007,1,1,-0.08733471427025702,0.006
DirectLiNGAM,0.1,1000,1007,1,1,-0.08733471427025705,0.023
PC,0.1,1000,1008,0,11,,0.007
FCI,0.1,1000,1008,0,9,,0.011
GES,0.1,1000,1008,1,15,,0.02
GRaSP,0.1,1000,1008,0,7,,0.006
ICA-LiNGAM,0.1,1000,1008,1,1,-0.09051194147964893,0.006
DirectLiNGAM,0.1,1000,1008,1,1,-0.09051194147964918,0.024
PC,0.1,1000,1009,0,10,,0.008
FCI,0.1,1000,1009,0,10,,0.011
GES,0.1,1000,1009,0,11,,0.017
GRaSP,0.1,1000,1009,0,8,,0.006
ICA-LiNGAM,0.1,1000,1009,0,2,0.0,0.007
DirectLiNGAM,0.1,1000,1009,0,2,0.0,0.03
PC,0.1,1000,1010,0,9,,0.007
FCI,0.1,1000,1010,0,12,,0.011
GES,0.1,1000,1010,0,7,,0.018
GRaSP,0.1,1000,1010,0,9,,0.004
ICA-LiNGAM,0.1,1000,1010,0,3,0.0,0.006
DirectLiNGAM,0.1,1000,1010,0,3,0.0,0.023
PC,0.1,1000,1011,0,8,,0.006
FCI,0.1,1000,1011,0,11,,0.011
GES,0.1,1000,1011,1,10,,0.014
GRaSP,0.1,1000,1011,0,8,,0.003
ICA-LiNGAM,0.1,1000,1011,0,2,0.0,0.006
DirectLiNGAM,0.1,1000,1011,0,2,0.0,0.024
PC,0.1,1000,1012,0,9,,0.005
FCI,0.1,1000,1012,0,12,,0.012
GES,0.1,1000,1012,0,9,,0.016
GRaSP,0.1,1000,1012,0,7,,0.003
ICA-LiNGAM,0.1,1000,1012,0,2,0.0,0.008
DirectLiNGAM,0.1,1000,1012,0,2,0.0,0.03
PC,0.1,1000,1013,0,12,,0.008
FCI,0.1,1000,1013,0,11,,0.011
GES,0.1,1000,1013,0,19,,0.022
GRaSP,0.1,1000,1013,0,6,,0.005
